,fec_id,candidate_name,last_name,party,donor_count,first_quartile_bachelors_pct,second_quartile_bachelors_pct,third_quartile_bachelors_pct,fourth_quartile_bachelors_pct,first_quartile_household_income,second_quartile_household_income,third_quartile_household_income,fourth_quartile_household_income,majority_non_hispanic_white_zipcode,majority_hispanic_zipcode,majority_black_zipcode,majority_asian_zipcode,majority_indigenous_zipcode,majority_hawaiian_pacific_islander_zipcode,no_majority_ethnicity_zipcode,median_household_income,district_name,high_income_zipcode_pct,majority_white_zipcode_pct,high_bachelors_zipcode_pct
494,S4NE00090,BENJAMIN SASSE,SASSE,REP,2350,1761,383,153,53,1383,509,296,162,2018,70,23,12,0,0,227,87445.5153,NE-SEN,0.5885106382978723,0.8587234042553191,0.7493617021276596
495,S4NJ00185,CORY BOOKER,BOOKER,DEM,26446,19868,4388,1752,438,13726,6471,3831,2418,20729,955,1033,155,7,0,3567,78496.8293,NJ-SEN,0.5190198895863268,0.7838236406261817,0.7512667322090297
496,S4OK00083,JAMES INHOFE,INHOFE,REP,2826,1960,537,231,98,1510,695,381,240,2323,116,39,10,1,0,337,81133.4787,OK-SEN,0.5343241330502477,0.8220099079971691,0.6935598018400566
499,S4SD00049,MIKE ROUNDS,ROUNDS,REP,2853,1946,573,250,84,1472,723,422,236,2363,115,33,17,0,0,325,80132.1833,SD-SEN,0.5159481247809323,0.8282509638976516,0.6820890290921837
501,S4WV00159,SHELLEY CAPITO,CAPITO,REP,4578,3131,899,397,151,2413,1067,669,429,3774,183,62,29,0,0,530,80163.2177,WV-SEN,0.5270860637833115,0.8243774574049804,0.6839231105286151
502,S6AL00195,JEFFERSON SESSIONS,SESSIONS,REP,1528,1055,293,140,40,809,352,239,128,1293,51,21,9,0,0,154,81871.4286,AL-SEN,0.5294502617801047,0.8462041884816754,0.6904450261780105
503,S6IL00151,RICHARD DURBIN,DURBIN,DEM,5824,4339,970,389,126,3124,1365,864,471,4656,208,114,97,0,0,749,81492.9543,IL-SEN,0.5364010989010989,0.7994505494505495,0.7450206043956044
506,S6ME00159,SUSAN COLLINS,COLLINS,REP,44104,29048,9157,4450,1449,22106,11056,7042,3900,36842,1716,606,266,14,0,4661,78240.6845,ME-SEN,0.5012243787411572,0.8353437329947397,0.6586250680210411
514,S6VA00093,MARK WARNER,WARNER,DEM,4573,3813,509,186,65,3004,821,464,284,3796,119,95,27,1,0,535,92165.6343,VA-SEN,0.6568991909031271,0.830089656680516,0.8338071287994752
517,S8AZ00221,MARTHA MCSALLY,MCSALLY,REP,80201,49034,18962,9226,2979,36881,21863,14102,7355,66142,3543,1055,526,34,2,8899,74527.3055,AZ-SEN,0.4598571090136033,0.8247029338786299,0.6113888854253687
519,S8GA00180,JONATHAN OSSOFF,OSSOFF,DEM,69128,55181,9491,3547,909,39045,15484,9037,5562,54440,2579,1636,587,22,0,9864,82068.3572,GA-SEN,0.5648217798865872,0.787524592061104,0.7982438375188057
520,S8ID00092,JAMES RISCH,RISCH,REP,2154,1506,413,165,70,1211,493,276,174,1764,83,30,9,0,0,268,83725.7669,ID-SEN,0.5622098421541318,0.8189415041782729,0.6991643454038997
523,S8MI00372,JOHN JAMES,JAMES,REP,42399,27139,9356,4435,1469,20245,11209,7194,3751,35304,1690,604,225,16,0,4560,75607.3836,MI-SEN,0.47748767659614616,0.8326611476685771,0.6400858510813934
524,S8MN00578,TINA SMITH,SMITH,DEM,17863,14048,2604,991,220,10157,4042,2328,1336,14763,501,384,129,3,0,2083,83114.722,MN-SEN,0.5686054973968538,0.8264569221295415,0.7864300509432905
527,S8MS00261,CINDY HYDE-SMITH,HYDE-SMITH,REP,4264,2765,934,406,159,2043,1115,704,402,3412,203,63,23,1,0,562,76572.7136,MS-SEN,0.47912757973733583,0.800187617260788,0.6484521575984991
528,S8MS00287,MICHAEL ESPY,ESPY,DEM,15251,11189,2688,1046,328,7760,3555,2290,1646,11155,621,997,99,6,0,2373,77387.5665,MS-SEN,0.5088190938299127,0.7314274473804996,0.7336568093895482
531,S8OR00207,JEFFREY MERKLEY,MERKLEY,DEM,11346,7918,2203,967,258,5476,2949,1814,1107,8977,485,264,83,10,1,1526,76044.802,OR-SEN,0.4826370527057994,0.7912039485281156,0.6978670897232505
532,S8TN00311,JAMES MACKLER,MACKLER,DEM,2989,2378,390,173,48,1690,670,382,247,2238,145,103,31,1,0,471,82482.9166,TN-SEN,0.5654064904650384,0.748745399799264,0.7955838072934092
534,S8TX00459,CRISTINA TZINTZUN RAMIREZ,TZINTZUN RAMIREZ,DEM,8848,6559,1517,592,180,4261,2186,1444,957,6285,551,317,106,3,0,1586,75270.7799,TX-SEN,0.4815777576853526,0.7103300180831826,0.7412974683544303
