,fec_id,candidate_name,last_name,party,donor_count,first_quartile_bachelors_pct,second_quartile_bachelors_pct,third_quartile_bachelors_pct,fourth_quartile_bachelors_pct,first_quartile_household_income,second_quartile_household_income,third_quartile_household_income,fourth_quartile_household_income,majority_non_hispanic_white_zipcode,majority_hispanic_zipcode,majority_black_zipcode,majority_asian_zipcode,majority_indigenous_zipcode,majority_hawaiian_pacific_islander_zipcode,no_majority_ethnicity_zipcode,median_household_income,district_name,high_income_zipcode_pct,majority_white_zipcode_pct,high_bachelors_zipcode_pct
323,H8CA05035,NANCY PELOSI,PELOSI,DEM,261299,185240,49261,20555,6243,130562,65043,40055,25639,194714,12909,10352,2531,152,1,40640,76580.2994,CA-12,0.49966513457762946,0.7451769811595146,0.7089196667419316
324,H8CA09060,BARBARA LEE,LEE,DEM,4948,4288,446,158,56,3332,909,447,260,2702,213,68,77,1,0,1887,88632.4684,CA-13,0.6734033953112368,0.5460792239288601,0.8666127728375101
325,H8CA10126,JOSH HARDER,HARDER,DEM,14837,11637,1727,1197,276,9506,3111,1563,657,10630,693,138,249,1,0,3126,92858.7203,CA-10,0.6406955584012941,0.7164521129608411,0.7843229763429265
326,H8CA10167,TERRANCE COX,COX,DEM,11215,9036,1322,650,207,7158,2233,1152,672,8199,624,156,186,2,0,2048,89255.7201,CA-21,0.6382523406152474,0.7310744538564423,0.805706642888988
327,H8CA12262,SHAHID BUTTAR,BUTTAR,DEM,28031,19529,5417,2287,798,12598,7154,4722,3557,18443,2100,1006,469,14,0,5999,72864.4256,CA-12,0.4494309871214013,0.6579501266454997,0.6966929470942884
328,H8CA20059,DEVIN NUNES,NUNES,REP,45367,27174,10594,5548,2051,21199,12166,7870,4132,35745,2911,481,413,25,1,5791,74918.5614,CA-22,0.46727797738444243,0.787907509863998,0.598981638636013
329,H8CA22154,BOBBY BLIATOUT,BLIATOUT,DEM,1328,972,201,104,51,776,274,164,114,855,110,9,22,0,0,332,82192.2733,CA-22,0.5843373493975904,0.6438253012048193,0.7319277108433735
330,H8CA25074,KATHERINE HILL,HILL,DEM,6724,5375,906,328,115,4241,1370,650,463,4803,400,111,85,0,0,1325,85490.0514,CA-25,0.630725758477097,0.7143069601427722,0.7993753718024985
331,H8CA39174,GILBERT CISNEROS,CISNEROS,DEM,10181,8306,1275,469,131,6517,2064,994,606,7364,489,159,189,6,0,1974,87354.2189,CA-39,0.6401139377271388,0.7233081229741676,0.8158334151851488
332,H8CA39240,YOUNG KIM,KIM,REP,25823,14865,6466,3353,1139,12042,6903,4472,2406,19063,1778,298,430,13,0,4241,73783.6284,CA-39,0.46632846687061924,0.7382178677922782,0.5756496146845835
333,H8CA45130,KATHERINE PORTER,PORTER,DEM,130394,97691,21647,8656,2400,70491,30710,18092,11101,99035,5971,3119,1382,48,2,20838,79446.5618,CA-45,0.5406000276086323,0.7595058054818473,0.7491985827568753
334,H8CA48035,HARLEY ROUDA,ROUDA,DEM,11079,9524,1038,414,103,7553,2069,901,556,8636,399,146,115,2,0,1781,90333.352,CA-48,0.6817402292625688,0.7794927340012636,0.8596443722357614
335,H8CA49058,MIKE LEVIN,LEVIN,DEM,10092,8639,1036,330,87,6864,1964,812,452,8113,326,131,92,0,0,1430,90932.0321,CA-49,0.6801426872770512,0.8039040824415379,0.8560245739199366
337,H8CA49108,BRIAN MARYOTT,MARYOTT,REP,1363,1111,170,61,21,1010,254,63,36,1083,71,1,14,0,0,194,92794.5752,CA-49,0.7410124724871606,0.7945707997065297,0.8151137197358768
338,H8CA50098,AMMAR CAMPA-NAJJAR,CAMPA-NAJJAR,DEM,25145,18332,4588,1692,533,14611,6243,2720,1571,17150,2111,344,359,6,0,5175,81500.6307,CA-50,0.5810697951879101,0.682044143965003,0.7290515012925035
339,H8CA52052,DUNCAN HUNTER,HUNTER,REP,1140,717,266,113,44,581,297,169,93,883,81,5,16,0,0,155,78768.0078,CA-50,0.5096491228070176,0.7745614035087719,0.6289473684210526
340,H8CO02160,JOSEPH NEGUSE,NEGUSE,DEM,1490,1397,63,25,5,832,436,184,38,1361,20,8,5,1,0,95,77601.5416,CO-02,0.5583892617449664,0.9134228187919463,0.9375838926174497
341,H8CO03192,DIANE MITSCH BUSH,MITSCH BUSH,DEM,8367,7000,1005,313,49,4520,2114,1098,635,7015,290,99,51,1,0,911,77163.1505,CO-03,0.5402175212142942,0.8384128122385562,0.8366200549778894
342,H8CO06229,JASON CROW,CROW,DEM,8936,7500,991,347,98,5432,2143,950,411,7590,301,95,37,3,0,910,83877.7686,CO-06,0.6078782452999105,0.849373321396598,0.8393017009847806
343,H8CT05245,JAHANA HAYES,HAYES,DEM,5221,4337,625,207,52,3426,980,527,288,4240,143,136,18,0,0,684,88627.9023,CT-05,0.6561961310093852,0.8121049607354913,0.8306837770542042
344,H8FL01107,PHILLIP EHR,EHR,DEM,15847,11629,3025,966,227,7954,4028,2545,1320,12563,653,355,96,2,0,2178,77374.6779,FL-01,0.5019246545087398,0.7927683473212596,0.7338297469552597
345,H8FL06148,MICHAEL WALTZ,WALTZ,REP,3830,2317,948,447,118,1631,1062,779,358,3170,170,64,20,1,0,405,72705.2232,FL-06,0.4258485639686684,0.8276762402088773,0.6049608355091384
346,H8FL15230,VINCENT SPANO,SPANO,REP,4349,2641,1036,521,151,1977,1187,744,441,3561,184,63,30,0,0,511,73576.4488,FL-15,0.45458726143941136,0.8188089215911704,0.6072660381696942
347,H8FL17053,GREG STEUBE,STEUBE,REP,2380,1440,557,298,85,1078,657,420,225,1938,122,41,17,1,0,261,73450.3672,FL-17,0.45294117647058824,0.8142857142857143,0.6050420168067226
348,H8FL26039,DEBBIE MUCARSEL-POWELL,MUCARSEL-POWELL,DEM,12770,10307,1753,580,130,7037,3299,1585,849,9426,1308,243,82,3,0,1708,83361.3742,FL-26,0.5510571652310102,0.7381362568519969,0.8071260767423649
349,H8FL27185,MARIA SALAZAR,SALAZAR,REP,6379,3738,1657,679,305,2477,1790,1267,845,3674,1696,135,33,0,0,841,70300.4746,FL-27,0.38830537701834145,0.5759523436275278,0.5859852641479856
350,H8FL27193,DONNA SHALALA,SHALALA,DEM,4684,3830,622,191,41,2099,1553,687,345,2506,1389,111,15,0,0,663,78574.6592,FL-27,0.44812126387702816,0.5350128095644748,0.8176771989752348
351,H8GA06286,KAREN HANDEL,HANDEL,REP,6485,4401,1267,578,239,3401,1605,942,537,5264,254,123,41,0,0,803,77618.9777,GA-06,0.5244410177332305,0.8117193523515805,0.6786430223592906
352,H8GA06393,LUCIA MCBATH,MCBATH,DEM,28911,23978,3432,1202,299,17695,5835,3199,2182,21717,878,1417,169,8,0,4722,83985.6534,GA-06,0.6120507765210473,0.751167375739338,0.8293729030472831
353,H8GA07201,CAROLYN BOURDEAUX,BOURDEAUX,DEM,6451,5539,600,240,72,4127,1242,673,409,4996,131,224,33,3,0,1064,86505.6034,GA-07,0.6397457758487056,0.7744535730894435,0.8586265695241048
354,H8IA01094,ABBY FINKENAUER,FINKENAUER,DEM,11347,9088,1572,565,122,6407,2665,1596,679,9381,322,200,70,2,0,1372,84409.2669,IA-01,0.5646426368203049,0.8267383449369877,0.8009165418172204
355,H8IA03124,CYNTHIA AXNE,AXNE,DEM,11600,9311,1477,670,142,6286,2926,1674,714,9938,237,190,61,5,0,1169,82611.5947,IA-03,0.541896551724138,0.8567241379310345,0.8026724137931035
356,H8IA04106,JAMES SCHOLTEN,SCHOLTEN,DEM,17973,13692,2959,1061,261,8963,4659,2941,1410,14488,541,340,160,7,0,2437,78225.9627,IA-04,0.49869248316919823,0.806098035942803,0.7618093807377734
357,H8IL03102,MARIE NEWMAN,NEWMAN,DEM,27693,21278,4326,1643,446,14333,6757,3936,2667,21020,1344,898,219,8,0,4204,77482.344,IL-03,0.5175676163651465,0.7590365796410645,0.7683530133968873
358,H8IL06139,SEAN CASTEN,CASTEN,DEM,11348,10256,784,246,62,8680,1468,712,488,9808,216,215,36,1,0,1072,91736.557,IL-06,0.764892492069087,0.8642932675361297,0.9037715897074374
359,H8IL07103,ANTHONY CLARK,CLARK,DEM,2692,1969,438,220,65,1222,682,402,386,1843,175,159,23,1,0,491,71817.7176,IL-07,0.4539375928677563,0.6846210995542348,0.7314264487369985
360,H8IL09067,JANICE SCHAKOWSKY,SCHAKOWSKY,DEM,1678,1593,59,19,7,1208,155,205,110,1425,7,61,0,0,0,185,85670.4767,IL-09,0.7199046483909416,0.8492252681764004,0.9493444576877235
361,H8IL13150,BETSY LONDRIGAN,LONDRIGAN,DEM,6654,5338,785,438,93,3316,1557,944,837,5840,103,132,22,0,0,557,75907.3662,IL-13,0.4983468590321611,0.8776675683799219,0.802224226029456
362,H8IL14067,BILL FOSTER,FOSTER,DEM,2033,1828,168,24,13,1373,284,200,176,1713,40,67,6,0,0,207,89965.4623,IL-11,0.675356615838662,0.8425971470732907,0.8991637973438269
363,H8IL14083,JAMES OBERWEIS,OBERWEIS,REP,1789,1194,372,157,66,968,436,253,132,1491,87,22,17,0,0,172,79368.7283,IL-14,0.5410844046953606,0.8334264952487423,0.6674119619899385
364,H8IL14174,LAUREN UNDERWOOD,UNDERWOOD,DEM,18814,15818,2172,675,149,12519,3274,1743,1278,14880,511,831,92,2,0,2498,87796.196,IL-14,0.6654087381737004,0.7909003933241203,0.8407568831721058
365,H8IN02177,MARY HACKETT,HACKETT,DEM,1640,946,462,211,21,415,381,497,347,1505,11,15,5,0,0,104,61444.7676,IN-02,0.2530487804878049,0.9176829268292683,0.5768292682926829
366,H8IN06129,GREGORY PENCE,PENCE,REP,3504,2045,854,466,139,1512,1010,635,347,2872,160,54,26,2,0,390,72351.7069,IN-06,0.4315068493150685,0.819634703196347,0.5836187214611872
367,H8KS02199,STEVEN WATKINS,WATKINS,REP,7329,4327,1799,925,278,3231,2009,1387,702,5959,390,124,47,3,0,806,73021.4067,KS-02,0.4408514121981171,0.8130713603492973,0.5903943239186792
368,H8KS03155,SHARICE DAVIDS,DAVIDS,DEM,13345,11153,1417,530,245,7974,2727,1586,1058,11022,369,252,67,29,0,1606,82353.7034,KS-03,0.5975271637317348,0.8259273136005995,0.8357437242412888
369,H8KY02031,BRETT GUTHRIE,GUTHRIE,REP,2339,1387,564,301,87,1065,656,393,225,1904,121,40,17,1,0,256,74170.9315,KY-02,0.4553227875160325,0.8140230867892262,0.5929884566053869
371,H8MA03106,LORI TRAHAN,TRAHAN,DEM,1045,871,154,15,5,834,72,113,26,956,10,7,3,0,0,69,106879.4851,MA-03,0.7980861244019138,0.9148325358851674,0.8334928229665072
372,H8MA07032,AYANNA PRESSLEY,PRESSLEY,DEM,38009,27844,6871,2580,714,18498,9403,5905,4203,27498,1897,1910,282,11,0,6412,74890.9158,MA-07,0.48667420874003525,0.7234602331026863,0.732563340261517
373,H8MA08170,BRIANNA WU,WU,DEM,1899,1560,241,88,10,1151,381,229,138,1415,75,35,24,0,0,350,82940.288,MA-08,0.6061084781463928,0.7451290152711953,0.8214849921011058
374,H8MD01094,ANDREW HARRIS,HARRIS,REP,3014,1962,656,307,89,1536,798,446,234,2482,138,61,17,1,0,315,76889.7521,MD-01,0.5096217650962177,0.8234903782349038,0.6509621765096217
375,H8ME01120,CHELLIE PINGREE,PINGREE,DEM,1468,1138,261,56,13,537,476,318,137,1406,12,9,3,0,0,38,69290.5531,ME-01,0.36580381471389645,0.9577656675749319,0.7752043596730245
376,H8ME02185,JARED GOLDEN,GOLDEN,DEM,10305,8434,1369,411,91,5745,2079,1608,873,8723,199,147,63,2,0,1171,83012.1925,ME-02,0.5574963609898108,0.8464822901504124,0.8184376516254246
377,H8MI08102,ELISSA SLOTKIN,SLOTKIN,DEM,19605,16815,1997,650,143,12611,3663,2150,1181,16847,364,380,86,4,1,1923,88104.2865,MI-08,0.6432542718694211,0.8593216016322367,0.8576893649579189
378,H8MI09118,ANDY LEVIN,LEVIN,DEM,2118,1659,307,116,36,1247,445,242,184,1797,34,100,6,0,0,181,86424.7965,MI-09,0.5887629839471199,0.8484419263456091,0.78328611898017
379,H8MI11254,HALEY STEVENS,STEVENS,DEM,9675,8148,1063,354,110,6361,1788,961,565,8168,205,275,43,0,0,984,87522.9522,MI-11,0.657467700258398,0.8442377260981913,0.8421705426356589
381,H8MI13250,RASHIDA TLAIB,TLAIB,DEM,83841,59410,16113,6215,2103,37259,21824,14143,10615,59685,5113,3656,823,38,0,14528,72277.3089,MI-13,0.4444007108693837,0.7118832074999105,0.7086031893703558
383,H8MN03143,DEAN PHILLIPS,PHILLIPS,DFL,4336,3928,343,52,13,3196,721,284,135,4005,48,32,14,0,0,237,88648.2257,MN-03,0.7370848708487084,0.9236623616236163,0.9059040590405905
384,H8MN05239,ILHAN OMAR,OMAR,DFL,108134,77271,20424,7893,2546,48058,28992,18189,12895,77647,6355,4164,1034,53,0,18882,72451.3951,MN-05,0.4444300590008693,0.7180627739656352,0.7145856067471841
385,H8MN08043,PETER STAUBER,STAUBER,REP,1509,840,457,171,41,638,445,329,97,1454,8,7,1,4,0,35,70102.9456,MN-08,0.4227965540092777,0.9635520212060967,0.5566600397614314
386,H8MO01143,CORI BUSH,BUSH,DEM,21209,15715,3704,1367,423,9484,5333,3747,2645,15125,1270,952,206,7,0,3649,72530.7277,MO-01,0.44716865481635154,0.7131406478381819,0.7409590268282333
387,H8MO08098,KATHRYN ELLIS,ELLIS,DEM,1109,700,138,192,79,407,246,230,226,961,15,32,2,0,0,99,68009.6564,MO-08,0.36699729486023447,0.866546438232642,0.6311992786293958
388,H8MS03125,MICHAEL GUEST,GUEST,REP,1833,1138,398,235,62,778,553,295,207,1518,78,34,17,2,0,184,72837.0289,MS-03,0.42444080741953083,0.8281505728314239,0.6208401527550463
389,H8MT01232,KATHLEEN WILLIAMS,WILLIAMS,DEM,7226,5314,1542,309,61,1835,2918,1239,1234,6639,86,62,21,25,0,393,65195.4518,MT-AL,0.2539440907832826,0.9187655687794077,0.7353999446443399
390,H8NC08109,SCOTT HUFFMAN,HUFFMAN,DEM,1232,785,286,131,30,488,337,255,152,983,31,32,5,1,0,180,70517.7215,NC-08,0.3961038961038961,0.7978896103896104,0.6371753246753247
391,H8NC09123,DANIEL MCCREADY,MCCREADY,DEM,4881,4381,330,139,31,3202,892,514,273,4211,61,84,25,3,0,497,90882.8102,NC-09,0.6560131120671994,0.8627330465068633,0.8975619750051219
393,H8NE02220,KARA EASTMAN,EASTMAN,DEM,22770,17264,3758,1324,424,10978,5907,3597,2288,17912,1019,553,172,10,0,3104,75970.7799,NE-02,0.4821256038647343,0.7866490996925779,0.7581906016688625
394,H8NH01210,CHRIS PAPPAS,PAPPAS,DEM,7581,6219,1014,273,75,4457,1825,880,419,6368,194,140,48,1,0,830,83501.1433,NH-01,0.5879171613243636,0.8399947236512334,0.8203403244954491
395,H8NJ02166,JEFF VAN DREW,VAN DREW,DEM,18238,10553,4742,2215,728,8496,4857,3207,1678,15014,811,246,133,10,0,2025,74631.4142,NJ-02,0.46584055269218116,0.8232262309463757,0.5786270424388639
396,H8NJ02174,WILLIAM CUNNINGHAM,CUNNINGHAM,DEM,1468,1132,247,77,12,918,294,156,100,1046,58,65,8,0,0,291,84437.3521,NJ-02,0.6253405994550408,0.7125340599455041,0.771117166212534
397,H8NJ03206,ANDY KIM,KIM,DEM,12380,10309,1617,336,118,9096,1870,831,583,10068,276,259,125,2,0,1651,93948.5735,NJ-03,0.7347334410339257,0.8132471728594507,0.8327140549273021
398,H8NJ07223,TOM MALINOWSKI,MALINOWSKI,DEM,9402,8444,696,209,53,7371,1090,600,341,8045,191,132,53,2,0,979,106082.4834,NJ-07,0.7839821314613912,0.8556690065943416,0.8981067857902574
399,H8NJ11142,MIKIE SHERRILL,SHERRILL,DEM,12182,10890,936,296,60,9653,1409,719,401,10114,217,135,63,2,0,1651,104394.6671,NJ-11,0.7923986209161057,0.8302413396814973,0.8939418814644557
400,H8NM01331,DEBRA HAALAND,HAALAND,DEM,4891,3716,760,247,168,1728,1295,1032,836,3042,880,75,25,59,0,811,68060.058,NM-01,0.3533019832345124,0.6219586996524228,0.7597628296871806
401,H8NM02156,STELLA HERRELL,HERRELL,REP,1027,447,296,200,84,234,257,331,205,646,275,1,0,0,0,105,60824.9668,NM-02,0.22784810126582278,0.629016553067186,0.4352482960077897
402,H8NM02248,XOCHITL TORRES SMALL,TORRES SMALL,DEM,13157,9990,2062,761,344,5652,3234,2552,1719,8831,2019,198,65,61,0,1984,74105.0624,NM-02,0.42958121152238354,0.6712016417116364,0.7592916318309645
403,H8NY01148,LEE ZELDIN,ZELDIN,REP,13762,8781,3121,1444,416,7235,3419,2053,1055,11433,540,186,86,7,0,1510,79180.1738,NY-01,0.5257230053771255,0.830765877052754,0.6380613282953059
404,H8NY01155,PERRY GERSHON,GERSHON,DEM,2452,2160,217,67,8,2113,223,81,35,2259,42,12,7,0,0,132,102895.1941,NY-01,0.8617455138662317,0.9212887438825449,0.8809135399673735
406,H8NY09158,ADEM BUNKEDDEKO,BUNKEDDEKO,DEM,1703,1469,202,25,7,1107,231,259,106,1102,42,264,5,0,0,290,88911.6048,NY-09,0.650029359953024,0.6470933646506165,0.8625954198473282
407,H8NY11113,MAX ROSE,ROSE,DEM,11568,10207,980,309,72,7644,2393,1021,510,9220,283,207,44,4,0,1810,91367.9293,NY-11,0.6607883817427386,0.7970262793914247,0.8823478561549101
409,H8NY15148,ALEXANDRIA OCASIO-CORTEZ,OCASIO-CORTEZ,DEM,312884,217976,62104,24513,8291,136346,83442,53987,39109,213807,24122,12967,3342,214,1,58434,71814.569,NY-14,0.43577172370591016,0.68334270847982,0.696667135423991
410,H8NY19058,ELIOT ENGEL,ENGEL,DEM,2907,2731,141,28,7,2262,384,181,80,2369,145,38,9,0,0,346,107182.7027,NY-16,0.7781217750257998,0.8149294805641555,0.9394564843481252
411,H8NY19181,ANTONIO DELGADO,DELGADO,DEM,11782,9351,1899,450,82,7031,2561,1580,610,10008,269,210,61,2,0,1232,84149.8907,NY-19,0.5967577660838568,0.8494313359361738,0.7936683075878459
412,H8NY21245,TEDRA COBB,COBB,DEM,70688,55066,10993,3708,921,39982,16282,9674,4750,57205,2382,1494,391,22,0,9195,81928.2603,NY-21,0.5656122679945677,0.8092604119511091,0.7790006790402897
413,H8NY22151,ANTHONY BRINDISI,BRINDISI,DEM,7559,5560,1602,313,84,3776,1831,1273,679,6601,114,104,27,1,0,712,80436.4351,NY-22,0.4995369757904485,0.8732636592141818,0.7355470300304273
414,H8NY23183,TRACY MITRANO,MITRANO,DEM,2784,1837,638,281,28,451,682,1452,199,2657,19,24,1,0,0,83,60571.3408,NY-23,0.1619971264367816,0.954382183908046,0.6598419540229885
415,H8NY24090,DANA BALTER,BALTER,DEM,4705,3506,868,278,53,2471,901,787,546,4097,69,106,14,1,0,418,75227.6699,NY-24,0.5251859723698193,0.8707757704569606,0.7451647183846971
416,H8NY27176,NATHAN MCMURRAY,MCMURRAY,DEM,2079,1505,414,150,10,958,598,391,132,1870,25,29,8,1,0,146,74547.2409,NY-27,0.4607984607984608,0.8994708994708994,0.7239057239057239
417,H8OH01043,STEVE CHABOT,CHABOT,REP,6579,3944,1606,786,243,3020,1762,1159,638,5362,304,148,41,5,0,719,73566.5098,OH-01,0.4590363277093783,0.8150174798601612,0.599483204134367
418,H8OH15076,STEVE STIVERS,STIVERS,REP,2796,1794,612,299,91,1343,791,432,230,2332,127,46,17,1,0,273,76068.3104,OH-15,0.4803290414878398,0.8340486409155937,0.6416309012875536
419,H8OK05109,KENDRA HORN,HORN,DEM,9953,7763,1452,603,135,4817,2144,1951,1041,8288,212,238,41,3,0,1171,75916.1453,OK-05,0.4839746810007033,0.8327137546468402,0.7799658394453933
420,H8PA04116,MADELEINE DEAN,DEAN,DEM,1554,1393,124,28,9,1167,263,74,50,1415,16,36,3,0,0,84,92398.0823,PA-04,0.750965250965251,0.9105534105534105,0.8963963963963963
421,H8PA06087,CHRISSY HOULAHAN,HOULAHAN,DEM,4908,4318,421,130,39,3642,784,293,189,4295,91,83,25,0,0,414,93830.4199,PA-06,0.7420537897310513,0.8751018744906276,0.8797881010594947
422,H8PA07200,MARY SCANLON,SCANLON,DEM,2383,2049,259,56,19,1728,377,162,116,2132,18,111,4,0,0,118,92730.8178,PA-05,0.7251363827108687,0.8946705832983634,0.8598405371380613
423,H8PA15229,SUSAN WILD,WILD,DEM,7865,6243,1270,247,105,4884,1594,987,400,6831,167,192,30,1,1,643,86410.9651,PA-07,0.620979020979021,0.8685314685314686,0.7937698664971392
424,H8PA18181,CONOR LAMB,LAMB,DEM,8101,6653,1028,330,90,4803,1760,975,563,6966,151,197,40,0,0,747,82847.8149,PA-17,0.5928897666954697,0.8598938402666337,0.8212566349833353
425,H8PA18199,GUY RESCHENTHALER,RESCHENTHALER,REP,3349,2072,789,378,110,1539,932,593,285,2783,150,57,21,1,0,337,74232.4831,PA-14,0.45954016124216185,0.830994326664676,0.6186921469095252
426,H8SC01116,JOE CUNNINGHAM,CUNNINGHAM,DEM,11899,9930,1350,490,129,6447,3205,1279,968,9932,173,386,47,4,0,1357,78439.0902,SC-01,0.5418102361542987,0.834691990923607,0.834523909572233
427,H8SC04250,WILLIAM TIMMONS,TIMMONS,REP,2397,1464,566,282,85,1089,663,408,237,1934,121,42,17,1,0,282,74213.2957,SC-04,0.45431789737171463,0.8068418856904463,0.6107634543178974
430,H8TN07076,MARK GREEN,GREEN,REP,2936,1785,683,354,114,1295,830,541,270,2473,133,43,17,1,0,269,73848.5745,TN-07,0.44107629427792916,0.8423024523160763,0.6079700272479565
431,H8TX02166,DANIEL CRENSHAW,CRENSHAW,REP,17446,11723,3494,1702,527,9176,4384,2642,1244,13971,967,167,59,3,0,2279,79222.3019,TX-02,0.5259658374412473,0.8008139401582025,0.671959188352631
432,H8TX03123,NICHOLAS TAYLOR,TAYLOR,REP,2727,1751,591,301,84,1375,711,428,213,2186,154,40,17,1,0,329,77305.0953,TX-03,0.5042170883755042,0.8016134946828016,0.6420975430876421
433,H8TX07140,ELIZABETH FLETCHER,FLETCHER,DEM,8089,6820,928,271,70,5306,1468,898,417,6183,302,139,35,0,0,1430,92137.7206,TX-07,0.6559525281246137,0.7643713685251576,0.8431202868092471
434,H8TX10110,MICHAEL SIEGEL,SIEGEL,DEM,14249,10885,2295,820,249,6899,3741,2153,1456,10239,901,431,129,6,0,2543,74917.1921,TX-10,0.4841743280230192,0.7185767422275248,0.7639132570706716
435,H8TX10185,SHANNON HUTCHESON,HUTCHESON,DEM,1126,1000,87,30,9,789,188,73,76,959,44,8,1,0,0,114,90576.2451,TX-10,0.7007104795737122,0.8516873889875666,0.8880994671403197
436,H8TX14120,ADRIENNE BELL,BELL,DEM,1136,833,205,63,35,621,235,149,131,746,68,34,6,0,0,282,81121.6487,TX-14,0.5466549295774648,0.6566901408450704,0.733274647887324
437,H8TX21307,CHIP ROY,ROY,REP,1501,1078,275,110,38,858,307,245,91,1236,111,5,2,0,0,147,80605.7148,TX-21,0.5716189207195204,0.8234510326449034,0.7181878747501665
438,H8TX22313,SRI KULKARNI,KULKARNI,DEM,4350,3839,326,153,32,3219,575,361,195,2728,181,68,46,0,0,1327,98225.5131,TX-22,0.74,0.6271264367816092,0.8825287356321839
439,H8TX23121,GINA JONES,JONES,DEM,13917,11255,1763,689,210,8197,2926,1697,1097,10441,866,308,89,3,0,2210,84135.8619,TX-23,0.5889918804340016,0.7502335273406625,0.8087231443558238
440,H8TX25159,JULIE OLIVER,OLIVER,DEM,8711,6932,1210,441,128,4688,1958,1303,762,6571,473,184,44,1,0,1438,79644.3949,TX-25,0.5381701297210424,0.7543336011938928,0.7957754563195959
441,H8TX31033,CHRISTINE MANN,MANN,DEM,1646,1343,215,71,17,1055,362,134,95,1348,93,12,1,0,0,192,81689.0668,TX-31,0.6409477521263669,0.818955042527339,0.81591737545565
442,H8TX32098,COLIN ALLRED,ALLRED,DEM,10165,8356,1262,432,115,6082,2340,1076,667,7771,464,188,48,0,0,1694,85160.2008,TX-32,0.5983275946876537,0.7644859813084112,0.8220363994097393
443,H8UT04053,BEN MCADAMS,MCADAMS,DEM,7131,5955,882,254,40,4228,1806,698,399,6260,103,63,24,2,0,679,83118.128,UT-04,0.5929042210068715,0.8778572430234188,0.8350862431636517
444,H8VA02111,ELAINE LURIA,LURIA,DEM,12147,10109,1524,417,97,7648,2523,1373,603,9784,254,256,69,3,0,1781,87735.3716,VA-02,0.6296204824236437,0.8054663702971927,0.8322219478060426
445,H8VA05114,ROGER HUFFSTETLER,HUFFSTETLER,DEM,1507,1254,177,57,19,897,358,160,92,1318,19,22,6,0,0,142,90650.1844,VA-05,0.595222295952223,0.8745852687458527,0.8321167883211679
446,H8VA05171,DENVER RIGGLEMAN,RIGGLEMAN,REP,6907,4131,1673,848,255,3191,1855,1230,631,5609,337,114,41,3,0,803,74708.135,VA-05,0.46199507745765167,0.8120747068191689,0.5980888953235848
447,H8VA07094,ABIGAIL SPANBERGER,SPANBERGER,DEM,17297,14790,1881,527,99,12281,2660,1598,758,14455,245,301,69,1,0,2226,91561.8823,VA-07,0.710007515754177,0.8356940509915014,0.8550615713707579
448,H8VA10106,JENNIFER WEXTON,WEXTON,DEM,4703,4264,338,74,27,3775,502,291,135,3647,57,59,16,2,0,922,113032.9525,VA-10,0.8026791409738465,0.7754624707633425,0.9066553263874123
449,H8VA11062,GERALD CONNOLLY,CONNOLLY,DEM,2265,2102,126,32,5,2018,157,55,35,1607,10,38,2,0,0,608,114447.9752,VA-11,0.8909492273730685,0.7094922737306844,0.9280353200883003
450,H8WA03198,CAROLYN LONG,LONG,DEM,7410,4625,2082,634,69,3545,2508,799,558,7002,43,20,11,4,0,330,74536.1097,WA-03,0.4784075573549258,0.9449392712550607,0.6241565452091767
451,H8WA08189,KIM SCHRIER,SCHRIER,DEM,9068,7415,1262,342,49,5914,1863,866,425,7755,167,109,47,2,0,988,87902.058,WA-08,0.6521835024261138,0.8552051168945743,0.8177106307895897
452,H8WI01156,BRYAN STEIL,STEIL,REP,1020,675,262,79,4,490,348,155,27,976,3,3,0,0,0,38,76177.2519,WI-01,0.4803921568627451,0.9568627450980393,0.6617647058823529
454,H8WV03097,CAROL MILLER,MILLER,REP,5265,3183,1286,584,212,2383,1428,911,543,4355,258,70,37,3,0,542,73635.7004,WV-03,0.4526115859449193,0.8271604938271605,0.6045584045584046
455,P00006213,JOHN DELANEY,DELANEY,DEM,7392,5966,913,388,125,4618,1457,795,522,6146,191,137,37,5,0,876,91589.5261,USA,0.6247294372294372,0.8314393939393939,0.8070887445887446
456,P00006486,ANDREW YANG,YANG,DEM,325862,224794,64019,27589,9460,153591,80865,53623,37783,229192,19793,9444,6986,140,2,60305,74824.9583,USA,0.4713375600714413,0.703340677955699,0.6898441671627867
457,P00009092,JULIAN CASTRO,CASTRO,DEM,138190,100559,23855,9755,4021,64616,34893,22206,16475,95879,11871,5326,913,68,0,24133,74027.6911,USA,0.46758810333598666,0.6938201027570736,0.727686518561401
458,P00009183,TULSI GABBARD,GABBARD,DEM,163190,106319,36238,15609,5024,73430,43454,28130,18176,123563,8948,3531,1929,99,8,25114,72929.0364,USA,0.44996629695447027,0.7571726208713769,0.6515043813959188
459,P00009290,KIRSTEN GILLIBRAND,GILLIBRAND,DEM,49075,37976,7560,2778,761,26521,11043,7074,4437,39064,1695,1351,261,15,3,6686,80488.791,USA,0.5404177279673968,0.7960061130922058,0.7738359653591441
460,P00009423,KAMALA HARRIS,HARRIS,DEM,194316,144930,32040,13289,4057,102080,45636,27844,18756,141355,9247,8728,1873,76,1,33036,78612.2644,USA,0.5253298750488894,0.727449103522098,0.7458469709133576
